NAME,YEAR,MONTH,AVRG ELEVATION,MIN ELEVATION,MAX ELEVATION,PRECIPITATION RATE,SOIL MOISTURE,WIND SPEED,SURFACE TEMPERATURE,DEEP SOIL TEMPERATURE,Flood Risk,Landslide Risk,Storm Risk
0.0625,2025,1,0.066565809,0.041860465,0.404085258,0.5986731385,0.7200398247600003,0.6575622044899997,0.4162728060100001,0.4946991441399998,0.36557006072600007,0.5078668796060001,0.3527156812439999
0.0625,2025,2,0.066565809,0.041860465,0.404085258,0.37164926027,0.6745555605499995,0.6923999162699999,0.5493987881699998,0.4832762058200001,0.23449003373899985,0.4238298492099999,0.27191840605500006
0.0625,2025,3,0.066565809,0.041860465,0.404085258,0.32390385155,0.7350511805999997,0.6603905875300004,0.6047043102800003,0.6511020915799999,0.22247945184399986,0.46122008976099993,0.23372994752100007
0.0625,2025,4,0.066565809,0.041860465,0.404085258,0.3275239270499998,0.7548545664399995,0.38731316587,0.5971386552100002,0.7202326221400002,0.23138162880999974,0.4820732342749998,0.12709813252099988
0.0625,2025,5,0.066565809,0.041860465,0.404085258,0.30214748912,0.8325204545800001,0.15343416171,0.4913140268400004,0.6001011113700002,0.26569574575399996,0.47373376718400007,0.0470985251519999
0.0625,2025,6,0.066565809,0.041860465,0.404085258,0.11384532855,0.8271763915700006,0.15423112067,0.4469272141200003,0.5230517342200001,0.19764902516700011,0.40023002468000013,-0.00019597689100007976
0.0625,2025,7,0.066565809,0.041860465,0.404085258,0.3206876000600001,0.6412261665300001,0.16896494204,0.4481764473100002,0.50777411862,0.22435101962100001,0.40344211550100006,0.06750038647199998
0.0625,2025,8,0.066565809,0.041860465,0.404085258,0.24521616845,0.6385922251899998,0.12244590464,0.4505940684799999,0.5102940820099998,0.19288874034099995,0.3805144962939999,0.02576781779500001
0.0625,2025,9,0.066565809,0.041860465,0.404085258,0.24725998466,0.6351426877499997,0.0934297544899999,0.4442744530400002,0.5058861561199999,0.19393532868099989,0.3792111947469998,0.01603842568599992
0.0625,2025,10,0.066565809,0.041860465,0.404085258,0.27685698462,0.6570932049299998,0.1478592997,0.4206777709399999,0.4954517518200002,0.21707862023899993,0.39258856902899997,0.051408680178000016
0.0625,2025,11,0.066565809,0.041860465,0.404085258,0.5160644508699999,0.8428698666900002,0.38680421242,0.39414990794,0.4616170103999997,0.37380017786700004,0.513316859148,0.22405445774099997
0.0625,2025,12,0.066565809,0.041860465,0.404085258,0.43695098206,0.8053046600100007,0.48741673303,0.3690050675399999,0.4336167681800001,0.3359141964190002,0.47271320805700023,0.245594393422
0.0625,2026,1,0.066565809,0.041860465,0.404085258,0.4344314919799998,0.80570186435,0.1867346173099999,0.36546696029,0.4118102014899998,0.3357331831389999,0.4677152089969999,0.12527332155999993
0.0625,2026,2,0.066565809,0.041860465,0.404085258,0.27391338024,0.78524439213,0.20483277817,0.5231884228300003,0.4307313500999995,0.23384440426899988,0.41720676353099984,0.05281285987399992
0.0625,2026,3,0.066565809,0.041860465,0.404085258,0.20332487685,0.7595024520900003,0.1625899433499999,0.6079932432200001,0.6180618122799997,0.18092545682300004,0.425773722938,-0.002221789149000064
0.0625,2026,4,0.066565809,0.041860465,0.404085258,0.2816656278699998,0.7383339299400002,0.1519821553999999,0.5871438655900001,0.6925614873699999,0.210081076112,0.45782532661699993,0.021207196502999875
0.0625,2026,5,0.066565809,0.041860465,0.404085258,0.13742669115,0.84804034959,0.15267743192,0.4920930642300002,0.6032958112700002,0.20430758759099998,0.429612436276,-0.0027762136330000547
0.0625,2026,6,0.066565809,0.041860465,0.404085258,0.0960551911599999,0.6941401791500001,0.1706926229599999,0.4459076584399999,0.5215841878600002,0.15082601762100006,0.3546886104650001,0.001255493943999944
0.0625,2026,7,0.066565809,0.041860465,0.404085258,0.4623990335700001,0.62511923203,0.14842813608,0.4513398267000002,0.50713870321,0.275570836797,0.440996382122,0.10116641826299999
0.0625,2026,8,0.066565809,0.041860465,0.404085258,0.43917049072,0.7127706198700001,0.07822851259,0.4447772557400001,0.5063119692299999,0.29388735020100004,0.460157888823,0.06743052020399996
0.0625,2026,9,0.066565809,0.041860465,0.404085258,0.4576641924199998,0.7123393382599998,0.0899991176599999,0.4573895943199999,0.4993345155200001,0.2986329786819999,0.46418112410799994,0.07516440502599991
0.0625,2026,10,0.066565809,0.041860465,0.404085258,0.5300228327999998,0.6775568221599998,0.3724696338,0.4574917852200002,0.4938015882100003,0.31712124182399987,0.47434737593,0.20983976541599986
0.0625,2026,11,0.066565809,0.041860465,0.404085258,0.4893957267899999,0.8360742933800002,0.4902958087399999,0.4194979536000002,0.4779363592699999,0.35602440711,0.5065414397049999,0.2523808699129999
0.0625,2026,12,0.066565809,0.041860465,0.404085258,0.3832734329599999,0.8182145719500004,0.4942247062899998,0.3904864992000001,0.4477111167699998,0.31401986402900006,0.46330178662700006,0.22791803166399993
0.0625,2027,1,0.066565809,0.041860465,0.404085258,0.3931636891800001,0.8038253472999998,0.21694813978,0.37314984921,0.4329700081199999,0.31712652912,0.45900387436799994,0.12344181192400004
0.0625,2027,2,0.066565809,0.041860465,0.404085258,0.2610913322000001,0.7814281587399999,0.1977309725699999,0.4954819190900002,0.4435898932799997,0.23311201578399993,0.41478698773799993,0.05166682396999994
0.0625,2027,3,0.066565809,0.041860465,0.404085258,0.2735791668699999,0.7532767109200001,0.15847425984,0.5946105232100003,0.5946258990899999,0.2098359944819999,0.440295104955,0.01988476845499991
0.0625,2027,4,0.066565809,0.041860465,0.404085258,0.1519999906000001,0.7300519500600001,0.1523389697499999,0.5840111603100001,0.6948128118700001,0.1563567682960001,0.4168913063720001,-0.016923227882000028
0.0625,2027,5,0.066565809,0.041860465,0.404085258,0.0965064751099999,0.6853515992600001,0.16709610525,0.4920679367300001,0.6043655208200002,0.13913790157599998,0.36874368827500004,-0.009279783613000067
0.0625,2027,6,0.066565809,0.041860465,0.404085258,0.0921955415299999,0.60698343709,0.14197078119,0.46426714175,0.5188832593699999,0.11946323848899996,0.32684350726,-0.015063034315000029
0.0625,2027,7,0.066565809,0.041860465,0.404085258,0.4671339789400002,0.6197815370100002,0.1101504465499999,0.4502354759800001,0.5026386977199998,0.27608437658300017,0.439915556129,0.08749669620600002
0.0625,2027,8,0.066565809,0.041860465,0.404085258,0.4532832232999999,0.7129977170400003,0.08408595499,0.44748472595,0.50521340219,0.2990590783420001,0.46424012434000006,0.07346582289599997
0.0625,2027,9,0.066565809,0.041860465,0.404085258,0.4896598830599999,0.7036656265299999,0.5135353441099998,0.4537646751999999,0.49443039508,0.3095541252429999,0.4701968936929999,0.25490258662199994
0.0625,2027,10,0.066565809,0.041860465,0.404085258,0.5564647661799998,0.7114146761999999,0.4901920188999999,0.4356744513800003,0.4941570199000001,0.34221883815599985,0.49250839849399985,0.26922476623799985
0.0625,2027,11,0.066565809,0.041860465,0.404085258,0.4807097621399999,0.6879558429599999,0.5393434827999999,0.4026030102300002,0.4635312971399999,0.3114934747979999,0.4566191027579999,0.2727731388159999
